@relation WGN0331_data

@attribute TradingPeriod numeric
@attribute IsProxyPriceFlag numeric
@attribute Med$PerMWHr numeric
@attribute IntTime numeric
@attribute Year numeric
@attribute Month numeric
@attribute Day numeric
@attribute Avg$PerMWHr numeric

@data
22,0,22.64,38387,2022,11,13,22.852857
23,0,21.425,40334,2022,11,13,21.58
24,0,26.68,41982,2022,11,13,26.582
25,0,22.58,43940,2022,11,13,20.703333
26,0,20.2,45728,2022,11,13,15.05
27,0,20.25,47538.5,2022,11,13,18.235
28,0,0.22,49320,2022,11,13,0.223333
29,0,0.225,51128.5,2022,11,13,0.225
30,0,0.22,52922,2022,11,13,0.221667
31,0,0.22,54719,2022,11,13,0.22
32,0,0.23,56398,2022,11,13,2.02
33,0,5.015,58337.5,2022,11,13,11.243333
34,0,21.575,60134,2022,11,13,20.911667
35,0,48.48,61936,2022,11,13,44.478333
36,0,59.05,63739.5,2022,11,13,58.878333
37,0,54.05,65387,2022,11,13,44.55
38,0,24.3,67326,2022,11,13,29.058333
39,0,23.35,68712,2022,11,13,23.186667
40,0,22.1,70790.5,2022,11,13,22.3425
41,0,22.27,72584,2022,11,13,22.27
42,0,48.91,74992,2022,11,13,45.65
43,0,67.28,76331.5,2022,11,13,63.106667
44,0,67.145,78142,2022,11,13,66.566667
45,0,47.74,79954,2022,11,13,46.56
46,0,2.955,81743.5,2022,11,13,6.428333
47,0,0.23,83549,2022,11,13,0.23
48,0,0.245,85342.5,2022,11,13,2.065
1,0,0.24,1041.5,2022,11,14,0.24
2,0,0.05,2684,2022,11,14,0.05
3,0,0.21,4192.5,2022,11,14,0.21
4,0,1.985,6142.5,2022,11,14,1.985
5,0,2.01,7489,2022,11,14,2.01
6,0,2.03,9735,2022,11,14,2.038333
7,0,1.83,11529.5,2022,11,14,1.846667
8,0,0.12,13339,2022,11,14,0.126667
9,0,0.12,15141.5,2022,11,14,0.12
10,0,0.12,16943.5,2022,11,14,0.101667
11,0,1.815,18728,2022,11,14,1.888333
12,0,3.695,20537,2022,11,14,16.598333
13,0,6.07,22196,2022,11,14,17.845714
14,0,38.3,23996,2022,11,14,42.13
15,0,31.24,25800,2022,11,14,48.225714
16,0,113.19,27605,2022,11,14,113.174286
17,0,68.91,29400,2022,11,14,74.314286
18,0,30.52,31186,2022,11,14,30.476
19,0,112.98,32995,2022,11,14,112.286
20,0,111.82,34938,2022,11,14,111.99
21,0,104.41,36584,2022,11,14,105.418571
22,0,85.54,38440,2022,11,14,92.6
23,0,79.075,39743,2022,11,14,79.075
25,0,101.51,44028,2022,11,14,96.127143
26,0,83.85,45628,2022,11,14,83.478
27,0,83.135,47537.5,2022,11,14,80.445
28,0,83.23,49224,2022,11,14,86.048571
29,0,82.53,51144,2022,11,14,86.228333
30,0,99.88,53162,2022,11,14,98.204
31,0,112.725,54735,2022,11,14,122.446667
32,0,120.9,56540.5,2022,11,14,120.606667
33,0,120.44,58503,2022,11,14,119.58
34,0,122.315,60290,2022,11,14,122.33
35,0,113.35,61792,2022,11,14,111.611429
36,0,125.76,63880,2022,11,14,130.114
37,0,110.64,65535,2022,11,14,110.29
38,0,105.37,67486,2022,11,14,104.736
39,0,72.12,69132.5,2022,11,14,72.303333
40,0,70.54,70937.5,2022,11,14,70.771667
41,0,71.77,72748,2022,11,14,71.756667
42,0,73.24,74536.5,2022,11,14,72.983333
43,0,76.255,76338.5,2022,11,14,78.278333
44,0,73.725,78134.5,2022,11,14,77.888333
45,0,37.2,79946,2022,11,14,45.123333
46,0,10.61,81736,2022,11,14,11.931667
47,0,10.565,83528.5,2022,11,14,10.563333
48,0,13.19,85337,2022,11,14,13.243333
1,0,23.65,1036,2022,11,15,27.46
2,0,23.42,2539,2022,11,15,22.943333
3,0,23.495,4340,2022,11,15,19.573333
4,0,5.49,6143.5,2022,11,15,7.703333
5,0,4.165,7961,2022,11,15,5.935
6,0,3.07,9743.5,2022,11,15,3.901667
7,0,0.2,11525,2022,11,15,0.725
8,0,0.2,13321.5,2022,11,15,0.2
9,0,0.2,15136.5,2022,11,15,0.198333
10,0,0.2,16938.5,2022,11,15,0.7
11,0,0.225,18726,2022,11,15,1.066667
12,0,29.97,20530.5,2022,11,15,35.593333
13,0,29.69,22197,2022,11,15,39.464286
14,0,71.08,24006,2022,11,15,62.624286
15,0,125.4,25816,2022,11,15,174.605714
16,0,364.04,27756.5,2022,11,15,350.693333
17,0,435.27,29093,2022,11,15,397.12
18,0,173.89,31212,2022,11,15,172.561429
19,0,170.86,32996,2022,11,15,170.207143
20,0,109.03,34787,2022,11,15,115.956
21,0,178.48,36738,2022,11,15,178.241667
22,0,176.73,38532,2022,11,15,174.954286
23,0,176.18,40191,2022,11,15,177.397143
24,0,176.18,41842,2022,11,15,176.745
25,0,175.46,43789,2022,11,15,179.022857
26,0,175.165,45481.5,2022,11,15,175.61
27,0,175.04,47461,2022,11,15,174.914286
28,0,183.72,48775.5,2022,11,15,183.9175
29,0,173.81,50999,2022,11,15,178.045714
30,0,175.69,52855,2022,11,15,174.992857
31,0,185.54,54606,2022,11,15,184.282857
32,0,185.48,56388,2022,11,15,185.252857
33,0,183.75,58194,2022,11,15,180.218571
34,0,155.25,60130,2022,11,15,164.433333
35,0,152.28,61794,2022,11,15,152.298333
36,0,151.93,63443.5,2022,11,15,151.56
37,0,175.43,65242,2022,11,15,156.78
38,0,115.595,67344.5,2022,11,15,113.245
39,0,71.02,68990,2022,11,15,70.848571
40,0,72.16,70782,2022,11,15,71.854286
41,0,89.87,72747.5,2022,11,15,112.58
42,0,177.995,74400,2022,11,15,151.33
43,0,105.51,76335.5,2022,11,15,100.091667
44,0,71.3,78139.5,2022,11,15,81.235
45,0,70.72,79800,2022,11,15,73.154286
46,0,65.96,81739.5,2022,11,15,59.621667
47,0,66.87,83547,2022,11,15,64.241667
48,0,30.9,85183,2022,11,15,39.64
1,0,31.1,899,2022,11,16,43.531429
2,0,66.14,2397,2022,11,16,61.148571
3,0,66.2,4195,2022,11,16,66.196
4,0,65.825,5853.5,2022,11,16,65.885
5,0,65.8,7944,2022,11,16,65.735
6,0,65.47,9734,2022,11,16,65.475
7,0,65.47,11691.5,2022,11,16,65.4375
8,0,65.48,13320.5,2022,11,16,65.52
9,0,65.47,15131.5,2022,11,16,65.528333
10,0,66.24,16782,2022,11,16,66.788571
11,0,67.52,18579,2022,11,16,61.557143
12,0,69.86,20379,2022,11,16,63.015714
13,0,32.26,22185,2022,11,16,64.568571
14,0,131.59,24012,2022,11,16,138.708571
15,0,195.26,25810,2022,11,16,190.05
16,0,204.38,27596,2022,11,16,208.831429
17,0,159.4,29263,2022,11,16,158.165
18,0,120.785,31352,2022,11,16,111.455
19,0,130.32,32990,2022,11,16,121.571429
20,0,123.82,34511,2022,11,16,126.176667
21,0,180.81,36581,2022,11,16,177.514286
22,0,178.56,37955.5,2022,11,16,170.65
23,0,173.55,40044.5,2022,11,16,176.108333
24,0,177.7,41859.5,2022,11,16,175.115
25,0,177.7,43487,2022,11,16,172.94
26,0,173.83,45006,2022,11,16,161.15
27,0,158.72,47127.5,2022,11,16,148.5
28,0,169.705,49347,2022,11,16,168.016667
29,0,177.67,50690,2022,11,16,176.403333
30,0,157.76,52858,2022,11,16,151.557143
31,0,157.795,54764.5,2022,11,16,163.67
32,0,184.43,56091,2022,11,16,179.556
33,0,187.965,57755.5,2022,11,16,180.6425
34,0,181.67,59991,2022,11,16,178.684286
35,0,179.19,61792,2022,11,16,168.801429
36,0,185.49,63582,2022,11,16,236.191429
37,0,206.065,65387,2022,11,16,265.23
38,0,209.41,67020,2022,11,16,209.216
39,0,188.65,68876,2022,11,16,190.061667
40,0,190.25,70965.5,2022,11,16,190.151667
41,0,193.5,72746,2022,11,16,198.341667
42,0,206.25,74544.5,2022,11,16,202.243333
43,0,199.06,76341.5,2022,11,16,199.075
44,0,195.3,77982,2022,11,16,193.778571
45,0,174.11,79800,2022,11,16,164.121429
46,0,121.24,81603,2022,11,16,144.321429
47,0,115.97,83386,2022,11,16,115.582857
48,0,109.725,85402.5,2022,11,16,110.548333
1,0,103.105,1044,2022,11,17,105.656667
2,0,99.97,2387,2022,11,17,93.174
3,0,65.83,4489,2022,11,17,65.942
4,0,65.89,5989,2022,11,17,65.752
5,0,70.83,7783,2022,11,17,69.678
6,0,70.36,9592,2022,11,17,70.36
7,0,48.72,11572.5,2022,11,17,48.4075
8,0,65.89,13318.5,2022,11,17,65.886667
9,0,67.195,15132.5,2022,11,17,66.976667
10,0,67.16,16789,2022,11,17,67.254286
11,0,82,18736,2022,11,17,81.171667
12,0,117.87,20534.5,2022,11,17,118.533333
13,0,153.77,22322,2022,11,17,151.638333
14,0,130.09,23992,2022,11,17,136.084286
15,0,130.04,25797,2022,11,17,160.697143
16,0,282.29,27470.5,2022,11,17,289.298333
17,0,203.13,29397,2022,11,17,193.274286
18,0,185.58,31251,2022,11,17,174
19,0,140.05,32691,2022,11,17,142.004
20,0,139.67,35121,2022,11,17,131.504
21,0,203.11,36625,2022,11,17,238.451429
22,0,242.435,38271.5,2022,11,17,211.581667
23,0,186.395,39787,2022,11,17,177.8475
28,0,134.18,49582,2022,11,17,167.843333
29,0,136.02,51015,2022,11,17,129.935714
30,0,130.38,52364,2022,11,17,121.405
31,0,302.14,54620,2022,11,17,298.3
32,0,172.63,56079,2022,11,17,171.7675
33,0,202.75,58280,2022,11,17,190.254
34,0,170.41,59571,2022,11,17,170.3225
35,0,126.57,61671.5,2022,11,17,117.478333
36,0,125.295,63494.5,2022,11,17,125.426667
37,0,125,64802,2022,11,17,146.506667
38,0,195.745,66884,2022,11,17,195.745
39,0,97.44,69149,2022,11,17,101.4975
40,0,116.52,70780,2022,11,17,122.736667
41,0,117.07,71989,2022,11,17,117.07
42,0,116.82,74244,2022,11,17,115.415
43,0,179.01,76336.5,2022,11,17,166.968333
44,0,121.63,78146.5,2022,11,17,130.035
45,0,115.14,79813,2022,11,17,106.49
46,0,68.89,81602,2022,11,17,84.944286
47,0,68.89,83398,2022,11,17,81.255714
48,0,68.86,85196,2022,11,17,73.807143
1,0,61.7,902,2022,11,18,53.675714
2,0,66.57,2087,2022,11,18,61.494
3,0,63.84,4036,2022,11,18,63.7925
4,0,48.565,6282,2022,11,18,48.63
5,0,36.56,7481,2022,11,18,35.986667
6,0,39.73,8984,2022,11,18,39.73
7,0,39.39,10787,2022,11,18,39.39
8,0,33.37,12897,2022,11,18,26.43
9,0,11.96,15143.5,2022,11,18,11.87
10,0,12.565,16953.5,2022,11,18,14.62
11,0,39.845,18743,2022,11,18,35.933333
12,0,40.995,20549.5,2022,11,18,33.883333
13,0,48.93,22375.5,2022,11,18,50.256667
14,0,84.02,23983,2022,11,18,85.591429
15,0,68.44,25820,2022,11,18,72.164286
16,0,114.39,27601,2022,11,18,129.232857
17,0,119.53,29380,2022,11,18,123.57
18,0,68.39,31191,2022,11,18,69.742857
19,0,39.76,32988,2022,11,18,40.418571
20,0,92.575,34981,2022,11,18,80.688333
21,0,113.975,36482,2022,11,18,123.501667
22,0,68.18,38343,2022,11,18,61.864
23,0,124.04,40220,2022,11,18,132.994286
24,0,70.52,42017,2022,11,18,75.838571
25,0,36.48,43802,2022,11,18,52.574286
26,0,36.46,45595,2022,11,18,45.857143
27,0,34.48,47089,2022,11,18,42.582
28,0,33.32,48889,2022,11,18,33.203333
29,0,34.42,51239,2022,11,18,44.102
30,0,34.36,52799,2022,11,18,34.218571
31,0,71.71,54756,2022,11,18,75.07875
32,0,86.76,56488,2022,11,18,64.081429
33,0,110.15,58201,2022,11,18,105.161429
34,0,90.7,60139.5,2022,11,18,90.78
35,0,82.68,61642,2022,11,18,83.78
36,0,89.075,63749.5,2022,11,18,84.89
37,0,80.27,65691,2022,11,18,79.856
38,0,84.88,67321,2022,11,18,83.993333
39,0,104.405,69125,2022,11,18,104.396667
40,0,71.995,70921,2022,11,18,74.713333
41,0,50.9,72724,2022,11,18,52.4
42,0,66.7,74523,2022,11,18,64.666667
43,0,29.845,76326.5,2022,11,18,29.748333
44,0,54.09,77994,2022,11,18,46.012857
45,0,5.285,79953,2022,11,18,17.056667
46,0,11.93,81593,2022,11,18,31.57
47,0,31.18,83574.5,2022,11,18,32.4
48,0,30.35,85192,2022,11,18,32.441429
1,0,8.12,1061,2022,11,19,23.043333
2,0,59.68,2376,2022,11,19,53.717143
3,0,65.76,4320.5,2022,11,19,64.813333
4,0,53.975,6120,2022,11,19,51.948333
5,0,62.84,7926.5,2022,11,19,54.008333
6,0,56.525,9720,2022,11,19,41.938333
7,0,12.595,11525.5,2022,11,19,12.348333
8,0,4.975,13321.5,2022,11,19,4.696667
9,0,5.01,15123.5,2022,11,19,5.248333
10,0,4.985,16925,2022,11,19,3.668333
11,0,5.005,18718,2022,11,19,4.323333
12,0,0.48,20518,2022,11,19,1.226667
13,0,2.735,22343,2022,11,19,4.44
14,0,10.135,24139,2022,11,19,10.005
15,0,5.02,25784,2022,11,19,3.855714
16,0,5.13,27589,2022,11,19,7.175714
17,0,34.475,29541.5,2022,11,19,42.056667
18,0,67.265,31358.5,2022,11,19,68.198333
19,0,65.93,33139.5,2022,11,19,60.411667
20,0,62,34940,2022,11,19,54.143333
21,0,33.77,36590,2022,11,19,36.295714
22,0,33.63,38379,2022,11,19,39.176
23,0,61.98,40338.5,2022,11,19,57.715
24,0,54.995,42131.5,2022,11,19,53.008333
25,0,55.125,43936,2022,11,19,53.305
26,0,19.69,45739,2022,11,19,20.261667
27,0,9.055,47543.5,2022,11,19,17.291667
28,0,8.845,49344,2022,11,19,12.428333
29,0,8.8,51138,2022,11,19,7.97
30,0,5.45,52851,2022,11,19,10.248
31,0,30.64,54734,2022,11,19,24.441667
32,0,8.7,56381,2022,11,19,8.094286
33,0,9.805,58333,2022,11,19,16.936667
34,0,33.835,60135,2022,11,19,26.101667
35,0,33.94,61782,2022,11,19,30.44
36,0,33.8,63758,2022,11,19,37.273333
37,0,33.71,65377,2022,11,19,27.162857
38,0,34.085,67267,2022,11,19,33.313333
39,0,10.96,69039.5,2022,11,19,18.178333
40,0,12.05,70838,2022,11,19,18.098571
41,0,11.96,72631,2022,11,19,17.848571
42,0,32.26,74430,2022,11,19,28.035714
43,0,63.6,76219,2022,11,19,51.5
44,0,56.2,77994,2022,11,19,48.022857
45,0,5.2,79910,2022,11,19,13.464286
46,0,5.06,81652,2022,11,19,8.58
47,0,5.15,83414,2022,11,19,9.214
48,0,5.03,84894,2022,11,19,5.074
1,0,31.84,1156,2022,11,20,24.075714
2,0,30.11,2440,2022,11,20,26.821429
3,0,5.54,4198,2022,11,20,16.182857
4,0,6.33,6035,2022,11,20,6.59
5,0,5,7803,2022,11,20,3.421429
6,0,0.49,9598,2022,11,20,1.932857
7,0,0.46,11547.5,2022,11,20,0.461667
8,0,0.44,13187,2022,11,20,0.385714
9,0,0.03,14689,2022,11,20,0.03
10,0,0.03,16652.5,2022,11,20,0.043333
11,0,0.44,18632,2022,11,20,0.316
12,0,0.48,20532,2022,11,20,0.475
13,0,0.49,22328.5,2022,11,20,2.34
14,0,6.015,24131.5,2022,11,20,5.063333
15,0,0.49,25926.5,2022,11,20,6.516667
16,0,7.96,27631,2022,11,20,6.648571
17,0,10.88,29412,2022,11,20,15.518571
18,0,26.75,31195,2022,11,20,20.58
19,0,32.56,33178.5,2022,11,20,29.41
20,0,32.52,34787,2022,11,20,25.534286
21,0,7.24,36783,2022,11,20,10.438333
22,0,10.2,38547.5,2022,11,20,12.026667
23,0,30.365,40335,2022,11,20,26.8
24,0,3.525,42155,2022,11,20,7
25,0,31.815,43932.5,2022,11,20,24.135
26,0,66.415,45739.5,2022,11,20,61.83
27,0,70.08,47392,2022,11,20,58.82
28,0,26.7,49054,2022,11,20,23.884286
29,0,70.04,51229,2022,11,20,62.448333
30,0,70.88,52787,2022,11,20,65.045714
31,0,71.535,54751,2022,11,20,70.805
32,0,67.555,56536,2022,11,20,62.305
33,0,71.055,58343.5,2022,11,20,71.066667
34,0,68.31,60136.5,2022,11,20,62.486667
35,0,93.635,61934.5,2022,11,20,124.5
36,0,74.185,63733.5,2022,11,20,74.415
37,0,78.895,65257,2022,11,20,79.585
38,0,80.17,67233,2022,11,20,76.888571
39,0,70.35,69047,2022,11,20,70.471429
40,0,69.58,70662.5,2022,11,20,63.266667
41,0,69.74,72602,2022,11,20,68.36
42,0,69.45,74406,2022,11,20,63.472857
43,0,68.74,76199,2022,11,20,58.575714
44,0,32.2,77986,2022,11,20,37.765714
45,0,5.67,79823,2022,11,20,10.798571
46,0,5.68,81583,2022,11,20,3.422
47,0,5.92,83243.5,2022,11,20,12.38
48,0,18.45,85082.5,2022,11,20,17.571667
1,0,29.22,890,2022,11,21,25.577143
2,0,0.05,2731,2022,11,21,2.27
3,0,4.94,4060.5,2022,11,21,5.04
4,0,0.1,5979,2022,11,21,1.451429
5,0,0.05,7805,2022,11,21,1.145
6,0,0.05,9463,2022,11,21,0.063333
7,0,0.04,11539,2022,11,21,0.038333
8,0,0.03,12925,2022,11,21,0.03
9,0,0.03,14560,2022,11,21,0.03
10,0,0.03,16928.5,2022,11,21,0.03
11,0,0.05,18753.5,2022,11,21,1.618333
12,0,18.34,20569.5,2022,11,21,20.888333
13,0,64.6,22344,2022,11,21,49.025
14,0,65.115,24139.5,2022,11,21,49.818333
15,0,74.73,25788,2022,11,21,87.71
16,0,248.39,27626,2022,11,21,220.857143
17,0,250.27,29380,2022,11,21,411.291429
18,0,187.69,31410.5,2022,11,21,198.778333
19,0,78.35,33089,2022,11,21,104.228571
20,0,26.09,34843,2022,11,21,42.911429
21,0,66.08,36593,2022,11,21,45.072857
22,0,78.82,38416,2022,11,21,81.131429
23,0,71.06,40214,2022,11,21,69.994286
24,0,68.94,41996,2022,11,21,61.214286
25,0,202.95,43812,2022,11,21,165.891429
26,0,211.92,45589,2022,11,21,202.232857
27,0,70.76,47398,2022,11,21,161.471429
28,0,67.92,49186,2022,11,21,61.38
29,0,18.06,51166,2022,11,21,24.453333
30,0,68.295,53008.5,2022,11,21,68.558333
31,0,78.525,54719.5,2022,11,21,94.148333
32,0,170.48,56396,2022,11,21,131.017143
33,0,74.26,58214,2022,11,21,100.542857
34,0,111.06,60006,2022,11,21,115.148571
35,0,71.17,61797,2022,11,21,71.454286
36,0,67.86,63759,2022,11,21,69.51
37,0,64.68,65383,2022,11,21,66.047143
38,0,63.935,67344.5,2022,11,21,63.92
39,0,64.57,69006,2022,11,21,63.868571
40,0,8.755,70938.5,2022,11,21,8.745
41,0,8.66,72744,2022,11,21,8.865
42,0,8.72,74540.5,2022,11,21,11.556667
43,0,8.495,76338.5,2022,11,21,8.486667
44,0,8.52,78134,2022,11,21,15.416667
45,0,0.02,79947.5,2022,11,21,0.068333
46,0,0.02,81585,2022,11,21,0.02
47,0,0.02,83382,2022,11,21,0.02
48,0,0.02,85346,2022,11,21,0.02
1,0,0.02,1040,2022,11,22,0.02
2,0,0.02,2536,2022,11,22,0.02
3,0,0.02,4333,2022,11,22,0.02
4,0,0.02,6129,2022,11,22,0.02
5,0,0.02,7946.5,2022,11,22,0.02
6,0,0.02,9732,2022,11,22,0.02
7,0,0.02,11537,2022,11,22,0.02
8,0,0.02,12735,2022,11,22,0.02
9,0,0.02,14843,2022,11,22,0.02
10,0,0.02,16935.5,2022,11,22,0.02
11,0,0.02,18730,2022,11,22,0.023333
12,0,0.025,20530.5,2022,11,22,1.01
13,0,0.03,22210,2022,11,22,0.87
14,0,0.03,23976,2022,11,22,2.12
15,0,42.175,25923.5,2022,11,22,37.543333
16,0,69.59,27593,2022,11,22,55.084286
17,0,72.315,29644,2022,11,22,72.921667
18,0,69.235,31326,2022,11,22,51.471667
19,0,8.895,33122.5,2022,11,22,10.658333
20,0,8.755,34948.5,2022,11,22,8.8
21,0,9.14,36590,2022,11,22,18.331429
22,0,8.69,38391,2022,11,22,7.462857
23,0,8.455,40040,2022,11,22,7.953333
24,0,25.4,41995,2022,11,22,27.982857
25,0,29.2,43796,2022,11,22,33.645714
26,0,64.765,45722.5,2022,11,22,63.005
27,0,67.73,47521.5,2022,11,22,65.988333
28,0,8.545,49321.5,2022,11,22,8.933333
29,0,5.175,51123.5,2022,11,22,6.166667
30,0,2.61,52922,2022,11,22,3.42
31,0,10.72,54823,2022,11,22,10.13
32,0,124.175,56566,2022,11,22,102.12
33,0,75.25,58390,2022,11,22,83.9
34,0,194.97,59992,2022,11,22,162.824286
35,0,151.08,61865,2022,11,22,278.901667
36,0,202.92,63644,2022,11,22,295.935714
37,0,151.44,65408,2022,11,22,136.595714
38,0,195.56,67201,2022,11,22,189.251429
39,0,97.6,69128.5,2022,11,22,99.675
40,0,78.91,70788,2022,11,22,80.65
41,0,94.62,72740,2022,11,22,105.865
42,0,175.78,74384,2022,11,22,167.275714
43,0,346.28,76185,2022,11,22,314.412857
44,0,98.485,78141,2022,11,22,110.273333
45,0,59.05,79941.5,2022,11,22,54.521667
46,0,71.55,81589,2022,11,22,89.584286
47,0,70.13,83398,2022,11,22,63.514
48,0,68.64,85174,2022,11,22,70.76
1,0,28.205,1054.5,2022,11,23,29.115
2,0,9.55,2389,2022,11,23,15.542857
3,0,9.34,4333.5,2022,11,23,9.39
4,0,7.565,6140.5,2022,11,23,5.745
5,0,0.02,7943.5,2022,11,23,0.023333
6,0,0.03,9577,2022,11,23,0.03
7,0,0.045,11533.5,2022,11,23,1.471667
8,0,9.395,13333.5,2022,11,23,6.781667
9,0,0.025,15131.5,2022,11,23,0.488333
10,0,0.02,16962,2022,11,23,0.02
11,0,0.11,18880,2022,11,23,0.861429
12,0,2.67,20530,2022,11,23,1.828333
13,0,2.58,22486,2022,11,23,3.298
14,0,3.885,24142,2022,11,23,6.016667
15,0,21.12,25799,2022,11,23,46.911429
16,0,116.17,27739,2022,11,23,116.166667
17,0,23.83,29389,2022,11,23,37.585714
18,0,2.01,31228,2022,11,23,3.42
19,0,2.01,32989,2022,11,23,1.493333
20,0,0.4,34808,2022,11,23,0.345714
21,0,2.02,36608,2022,11,23,4.412857
22,0,1.96,38652.5,2022,11,23,1.9
23,0,2.03,40198,2022,11,23,2.02
24,0,0.41,42014,2022,11,23,0.352
25,0,0.09,43783,2022,11,23,0.127143
26,0,0.41,45451.5,2022,11,23,0.586667
27,0,0.03,47400,2022,11,23,0.051429
28,0,0.03,49041.5,2022,11,23,0.03
29,0,0.03,50995,2022,11,23,0.03
30,0,0.03,52489,2022,11,23,0.03
31,0,0.03,54771.5,2022,11,23,0.03
32,0,0.08,56378,2022,11,23,0.058571
33,0,0.03,58188,2022,11,23,0.03
34,0,0.03,59985,2022,11,23,0.116
35,0,15.43,61787,2022,11,23,14.043333
36,0,28.81,63730,2022,11,23,27.45
37,0,24.73,65376,2022,11,23,24.698
38,0,25.03,67342.5,2022,11,23,24.981667
39,0,25.12,69014,2022,11,23,25.011429
40,0,25.41,70795,2022,11,23,22.605714
41,0,24.72,72599,2022,11,23,22.167143
42,0,24.7,74393,2022,11,23,24.764286
43,0,25.12,76190,2022,11,23,25.364286
44,0,22.68,77983,2022,11,23,21.18
45,0,0.42,79789,2022,11,23,2.958571
46,0,0.42,81587,2022,11,23,1.441429
47,0,0.03,83584,2022,11,23,0.03
48,0,0.03,85488,2022,11,23,0.19
1,0,0.43,889,2022,11,24,0.372857
2,0,0.43,2545.5,2022,11,24,0.3
3,0,0.03,4189,2022,11,24,0.028571
4,0,0.03,6000,2022,11,24,0.027143
5,0,0.01,7804,2022,11,24,0.012857
6,0,0.01,9592,2022,11,24,0.01
7,0,0.03,11399,2022,11,24,0.027143
8,0,0.03,13190,2022,11,24,0.024286
9,0,0.03,15011,2022,11,24,0.03
10,0,0.1,16784,2022,11,24,0.115714
11,0,1.33,18726,2022,11,24,2.585
12,0,9.1,20541,2022,11,24,6.833333
13,0,14.835,22341,2022,11,24,14.96
14,0,9.435,24148.5,2022,11,24,9.601667
15,0,27.35,25785,2022,11,24,22.148571
16,0,145.9,27636,2022,11,24,261.718
17,0,140.015,29575.5,2022,11,24,241.601667
18,0,77.95,31014,2022,11,24,78.6525
19,0,88.085,33200,2022,11,24,75.295
20,0,2.22,34793,2022,11,24,2.828571
21,0,2.555,36450,2022,11,24,1.873333
22,0,0.13,38242.5,2022,11,24,0.133333
23,0,0.13,40213,2022,11,24,0.131429
24,0,0.13,42144.5,2022,11,24,0.13
25,0,0.13,43877,2022,11,24,0.132
26,0,0.125,45142.5,2022,11,24,0.125
27,0,0.14,46808,2022,11,24,0.186667
28,0,0.02,49158.5,2022,11,24,0.023333
29,0,0.11,50978,2022,11,24,0.097143
30,0,0.11,52487,2022,11,24,0.11
31,0,0.11,54763,2022,11,24,0.088333
32,0,6.69,56386,2022,11,24,8.727143
33,0,18.19,58179.5,2022,11,24,17.025
34,0,7.9,59987,2022,11,24,5.898571
35,0,2.58,61958,2022,11,24,3.526667
36,0,8.43,63598,2022,11,24,10.745714
37,0,15.67,65392,2022,11,24,15.941429
38,0,20.85,67216,2022,11,24,16.13
39,0,8.5,68986,2022,11,24,8.647143
40,0,8.82,70798,2022,11,24,7.624286
41,0,8.73,72291,2022,11,24,8.388
42,0,8.795,74558,2022,11,24,10.468333
43,0,24.25,76223,2022,11,24,21.612857
44,0,22.05,78153,2022,11,24,19.725
45,0,0.45,79788,2022,11,24,5.318571
46,0,2.81,81595,2022,11,24,5.36
47,0,8.93,83391,2022,11,24,6.171429
48,0,2.925,85344,2022,11,24,3.36
1,0,0.44,888,2022,11,25,1.031429
2,0,0.44,2400,2022,11,25,0.385714
3,0,0.12,4206,2022,11,25,0.588571
4,0,0.46,6011,2022,11,25,0.595714
5,0,0.98,7785,2022,11,25,1.607143
6,0,0.45,9626,2022,11,25,1.34
7,0,0.03,11393,2022,11,25,0.028571
8,0,0.03,13332.5,2022,11,25,0.03
9,0,0.43,15140.5,2022,11,25,0.3
10,0,0.1,16928.5,2022,11,25,0.181667
11,0,0.44,18584,2022,11,25,1.374286
12,0,2.7,20395,2022,11,25,3.517143
13,0,8.825,22323.5,2022,11,25,11.29
14,0,2.81,23970,2022,11,25,6.74
15,0,6.35,25772,2022,11,25,9.765714
16,0,27.25,27573,2022,11,25,27.472857
17,0,8.49,29523,2022,11,25,8.781667
18,0,2.56,31168,2022,11,25,3.422857
19,0,2.57,33121.5,2022,11,25,3.166667
20,0,8.44,34836,2022,11,25,7.517143
21,0,6.29,36589,2022,11,25,6.602857
22,0,6.28,38415,2022,11,25,7.237143
23,0,88.65,40256,2022,11,25,77.251429
24,0,8.41,42051,2022,11,25,7.002857
25,0,2.595,43657.5,2022,11,25,3.798333
26,0,2.03,45569,2022,11,25,2.034286
27,0,2.03,47518.5,2022,11,25,1.51
28,0,0.42,49208,2022,11,25,0.871429
29,0,0.105,51151.5,2022,11,25,0.156667
30,0,0.105,52926.5,2022,11,25,0.098333
31,0,0.115,54720.5,2022,11,25,0.115
32,0,0.125,56669,2022,11,25,0.128333
33,0,0.12,58193,2022,11,25,0.121429
34,0,0.11,60015,2022,11,25,0.112857
35,0,0.03,61663.5,2022,11,25,0.105
36,0,0.03,63609,2022,11,25,0.09
37,0,0.03,65389,2022,11,25,0.03
38,0,0.03,67187,2022,11,25,0.03
39,0,0.03,68998,2022,11,25,0.03
40,0,0.03,70796,2022,11,25,0.03
41,0,0.03,72900,2022,11,25,0.03
42,0,0.03,74397,2022,11,25,0.03
43,0,0.03,76192,2022,11,25,0.09
44,0,0.45,77999,2022,11,25,1.007143
45,0,0.03,79809,2022,11,25,0.15
46,0,0.44,81595,2022,11,25,1.901429
47,0,0.03,83446,2022,11,25,0.885714
48,0,0.235,85354.5,2022,11,25,0.235
1,0,0.02,886,2022,11,26,0.147143
2,0,0.02,2503,2022,11,26,0.02
